Appendix A. Acceptable Acute Toxicity Data of Aluminum to Freshwater Aquatic Animals,,,,,,,,,,,,,,,,,,
"Cladoceran, Ceriodaphnia dubia","S, U, T",60.0000,6.7900,2.000,>,"10,000.000",European Al Association 2009,>,"7,018",,,-,,,Ceriodaphnia,,Author reported,Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",60.0000,7.6700,2.000,>,"15,000.000",European Al Association 2009,>,"5,391",,,-,,,Ceriodaphnia,,Author reported,Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",60.0000,6.6800,4.000,>,"15,000.000",European Al Association 2009,>,"7,982",,,-,,,Ceriodaphnia,,Author reported,Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",60.0000,7.6200,4.000,>,"15,000.000",European Al Association 2009,>,"3,627",,,-,,,Ceriodaphnia,,Author reported,Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",120.0000,6.0600,2.000,,"3,386.800",European Al Association 2009,,"4,554",,,-,,,Ceriodaphnia,,Author reported,Mod Hard Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",120.0000,5.6000,4.000,,"10,484.200",European Al Association 2009,,"23,129",,,-,,,Ceriodaphnia,,Author reported,Mod Hard Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",120.0000,6.9300,0.500,>,"5,000.000",European Al Association 2009,>,"4,867",,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Mod Hard Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",120.0000,7.8800,0.500,>,"5,000.000",European Al Association 2009,>,"3,237",,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Mod Hard Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",120.0000,6.7600,2.000,>,"15,000.000",European Al Association 2009,>,"7,537",,,-,,,Ceriodaphnia,,Author reported,Mod Hard Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",120.0000,7.7100,2.000,>,"15,000.000",European Al Association 2009,>,"4,278",,,-,,,Ceriodaphnia,,Author reported,Mod Hard Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",120.0000,6.6000,4.000,>,"15,000.000",European Al Association 2009,>,"5,981",,,-,,,Ceriodaphnia,,Author reported,Mod Hard Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, U, T",120.0000,7.6000,4.000,>,"15,000.000",European Al Association 2009,>,"2,886",,,-,,,Ceriodaphnia,,Author reported,Mod Hard Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",10.6000,6.0300,0.500,,119.710,European Al Association 2010,,"2,134",,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",10.6000,6.0300,0.500,,274.780,European Al Association 2010,,"4,897",,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",10.6000,6.0300,0.500,,119.980,European Al Association 2010,,"2,138",,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",10.6000,6.0700,0.500,,92.495,European Al Association 2010,,"1,503",,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",10.6000,6.0900,0.500,,313.370,European Al Association 2010,,"4,863",g,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",10.6000,6.1000,0.500,,332.350,European Al Association 2010,,"5,041",g,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",10.6000,7.0800,0.500,>,886.400,European Al Association 2010,>,"2,332",,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",10.6000,7.7900,0.500,>,"4,278.300",European Al Association 2010,>,"5,702",,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",10.6000,7.5300,0.500,,132.040,European Al Association 2010,,213,,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Very Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",60.0000,6.0100,0.500,,463.260,European Al Association 2010,,"2,542",,,-,,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Soft Lab Recon water
"Cladoceran, Ceriodaphnia dubia","S, M, T",60.0000,5.9900,0.500,>,859.000,European Al Association 2010,>,"4,902",,,"3,876",,,Ceriodaphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Soft Lab Recon water
,,,,,,,,,,,,,,,,,,
"Cladoceran, Ceriodaphnia reticulata","S, U, T",45.1000,7.2500,1.100,,"2,800.000",Shephard 1983,,"2,030",f,,-,,,Ceriodaphnia,,Value is from personal communication with R. Erickson who works at the Lab,Lake Superior water (most likely raw)
"Cladoceran, Ceriodaphnia reticulata","F, M, T",45.1000,6.0000,1.100,,304.000,Shephard 1983,,"1,301",,,-,,,Ceriodaphnia,,Value is from personal communication with R. Erickson who works at the Lab,Lake Superior water (most likely raw)
"Cladoceran, Ceriodaphnia reticulata","F, M, T",4.0000,5.5000,1.100,,362.000,Shephard 1983,,"35,641",,,"6,809","5,137",,Ceriodaphnia,Invert,Value is from personal communication with R. Erickson who works at the Lab,Lake Superior water/deionized water mix
,,,,,,,,,,,,,,,,,,
"Cladoceran, Daphnia magna","S, U, NR",48.5000,7.8000,1.100,,"3,900.000",Biesinger and Christensen 1972,,"2,060",,,-,,,Daphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Lake Superior water (most likely raw)
"Cladoceran, Daphnia magna","S, M, T",220.0000,7.6000,1.600,,"38,200.000",Kimball 1978,,"10,330",,,-,,,Daphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Well water
"Cladoceran, Daphnia magna","S, U, T",45.1000,7.2500,1.100,,"2,800.000",Shephard 1983,,"2,030",,,-,,,Daphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Lake Superior water (most likely raw)
"Cladoceran, Daphnia magna","S, U, T",168.0000,5.9900,0.500,>,500.000,European Al Association 2009,>,"1,372",,,-,,,Daphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Hard Lab Recon water
"Cladoceran, Daphnia magna","S, U, T",168.0000,6.9800,0.500,>,500.000,European Al Association 2009,>,396,c,,-,,,Daphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Hard Lab Recon water
"Cladoceran, Daphnia magna","S, U, T",168.0000,7.9300,0.500,>,500.000,European Al Association 2009,>,297,c,,-,,,Daphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Hard Lab Recon water
"Cladoceran, Daphnia magna","S, U, T",168.0000,7.9200,0.500,,795.020,European Al Association 2009,,471,,,-,,,Daphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Hard Lab Recon water
"Cladoceran, Daphnia magna","S, U, T",168.0000,7.9500,2.000,>,"1,200.000",European Al Association 2009,>,313,c,,-,,,Daphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Hard Lab Recon water
"Cladoceran, Daphnia magna","S, U, T",168.0000,7.9300,3.000,>,"1,200.000",European Al Association 2009,>,245,c,,"1,947",,,Daphnia,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Hard Lab Recon water
,,,,,,,,,,,,,,,,,,
"Cladoceran, Daphnia pulex","R, U, T",142.0000,8.2000,1.600,,"3,650.000",Griffitt et al. 2008,,"1,214",,,"1,214","1,537",,Daphnia,Invert,Value is from 2007 FW Cu AWQC Appendix C recommendation,"Tap water (Gainesville, FL)"
,,,,,,,,,,,,,,,,,,
"Ostracod, Stenocypris major","R, M, T",15.6300,6.5100,3.200,,"3,101.960",Shuhaimi-Othman et al. 2011a,,"5,289",,,"5,289","5,289",,Stenocypris,Invert,Value is from Shuhaimi-Othman et al. 2013,Tap water (Malaysia)
,,,,,,,,,,,,,,,,,,
"Amphipod, Crangonyx pseudogracilis","R, U, T",50.0000,6.7500,1.600,,"9,190.000",Martin and Holdich 1986,,"8,529",,,"8,529","8,529",,Crangonyx,Invert,Value is from 2007 FW Cu AWQC Appendix C recommendation,Tap water (UK)
,,,,,,,,,,,,,,,,,,
"Amphipod, Hyalella azteca","F, M, T",105.0000,6.1300,0.480,>,"5,997.000","Wang et al. 2016, 2017",>,"18,357",,>,"18,357","18,357",>,Hyalella,Invert,Author reported,Well water/deionized water mix
,,,,,,,,,,,,,,,,,,
"Midge, Chironomus plumosus","S, U, T",80.0000,7.0000,1.600,,"30,000.000","Fargasova 2001, 2003",,"16,671",,,"16,671","16,671",,Chironomus,Invert,Value is from 2007 FW Cu AWQC Appendix C recommendation,Tap water (Slovakia)
,,,,,,,,,,,,,,,,,,
"Midge, Paratanytarsus dissimilis","S, M, T",17.4300,7.2800,2.800,>,"77,700.000","Lamb and Bailey 1981, 1983",>,"46,707",,>,"46,707","46,707",>,Paratanytarsus,Invert,Value is from 2007 FW Cu AWQC Appendix C recommendation,"Liberty Lake, Washington (0.45 um filtered)"
,,,,,,,,,,,,,,,,,,
"Rainbow trout, Oncorhynchus mykiss","S, U, T",14.3000,5.0000,0.400,,160.000,Holtze 1983,,"7,702",f,,-,,,Oncorhynchus,,Author reported,Tap water (Lake Ontario)
"Rainbow trout, Oncorhynchus mykiss","S, U, T",14.3000,5.5000,0.400,,310.000,Holtze 1983,,"6,497",f,,-,,,Oncorhynchus,,Author reported,Tap water (Lake Ontario)
"Rainbow trout, Oncorhynchus mykiss","S, M, T",47.4000,6.5900,1.100,,"7,400.000",Call et al. 1984,,"10,356",f,,-,,,Oncorhynchus,,Value is from personal communication with R. Erickson who works at the Lab,Raw Lake Superior water
"Rainbow trout, Oncorhynchus mykiss","S, M, T",47.4000,7.3100,1.100,,"14,600.000",Call et al. 1984,,"9,116",f,,-,,,Oncorhynchus,,Value is from personal communication with R. Erickson who works at the Lab,Raw Lake Superior water
"Rainbow trout, Oncorhynchus mykiss","S, M, T",47.4000,8.1700,1.100,>,"24,700.000",Call et al. 1984,>,"5,881",f,,-,,,Oncorhynchus,,Value is from personal communication with R. Erickson who works at the Lab,Raw Lake Superior water
"Rainbow trout, Oncorhynchus mykiss","S, M, T",47.4000,7.4600,1.100,,"8,600.000",Call et al. 1984,,"4,539",f,,-,,,Oncorhynchus,,Value is from personal communication with R. Erickson who works at the Lab,Raw Lake Superior water
"Rainbow trout, Oncorhynchus mykiss","F, M, T",26.3500,7.6100,0.500,>,"9,840.000",Gundersen et al. 1994,>,"5,537",,,-,,,Oncorhynchus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Reverse Osmosis treated well water: then added salts
"Rainbow trout, Oncorhynchus mykiss","F, M, T",45.5000,7.5900,0.500,>,"8,070.000",Gundersen et al. 1994,>,"4,425",,,-,,,Oncorhynchus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Reverse Osmosis treated well water: then added salts
"Rainbow trout, Oncorhynchus mykiss","F, M, T",88.0500,7.6000,0.500,>,"8,160.000",Gundersen et al. 1994,>,"4,136",,,-,,,Oncorhynchus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Reverse Osmosis treated well water: then added salts
"Rainbow trout, Oncorhynchus mykiss","F, M, T",127.6000,7.6100,0.500,>,"8,200.000",Gundersen et al. 1994,>,"3,963",,,-,,,Oncorhynchus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Reverse Osmosis treated well water: then added salts
"Rainbow trout, Oncorhynchus mykiss","F, M, T",23.2500,8.2800,0.500,,"6,170.000",Gundersen et al. 1994,,"1,293",,,-,,,Oncorhynchus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Reverse Osmosis treated well water: then added salts
"Rainbow trout, Oncorhynchus mykiss","F, M, T",35.4000,8.3000,0.500,,"6,170.000",Gundersen et al. 1994,,"1,289",,,-,,,Oncorhynchus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Reverse Osmosis treated well water: then added salts
"Rainbow trout, Oncorhynchus mykiss","F, M, T",83.6000,8.3100,0.500,,"7,670.000",Gundersen et al. 1994,,"1,673",,,-,,,Oncorhynchus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Reverse Osmosis treated well water: then added salts
"Rainbow trout, Oncorhynchus mykiss","F, M, T",128.5000,8.3100,0.500,,"6,930.000",Gundersen et al. 1994,,"1,555",,,"2,542","2,542",,Oncorhynchus,Fish,Value is from 2007 FW Cu AWQC Appendix C recommendation,Reverse Osmosis treated well water: then added salts
,,,,,,,,,,,,,,,,,,
"Atlantic salmon, Salmo salar","S, U, T",6.8000,5.5000,0.500,,584.000,Hamilton and Haines 1995,,"15,922",,,-,,,Salmo,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Soft Lab Recon water
"Atlantic salmon, Salmo salar","S, U, T",6.8000,6.5000,0.500,,599.000,Hamilton and Haines 1995,,"2,762",,,"6,631","6,631",,Salmo,Fish,Value is from 2007 FW Cu AWQC Appendix C recommendation,Soft Lab Recon water
,,,,,,,,,,,,,,,,,,
"Brook trout, Salvelinus fontinalis","F, M, T",-,6.5000,-,,"3,600.000",Decker and Menendez 1974,,NAe,,,-,,,Salvelinus,,-,"Tap water (Elkins, WV)"
"Brook trout, Salvelinus fontinalis","F, M, T",-,6.0000,-,,"4,400.000",Decker and Menendez 1974,,NAe,,,-,,,Salvelinus,,-,"Tap water (Elkins, WV)"
"Brook trout, Salvelinus fontinalis","F, M, T",-,5.5000,-,,"4,000.000",Decker and Menendez 1974,,NAe,,,-,,,Salvelinus,,-,"Tap water (Elkins, WV)"
"Brook trout, Salvelinus fontinalis","S, U, T",40.0000,5.6000,1.600,,"6,530.000",Tandjung 1982,,"23,050",,,-,,,Salvelinus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Well water/distilled water mix
"Brook trout, Salvelinus fontinalis","S, U, T",18.0000,5.6000,1.600,,"3,400.000",Tandjung 1982,,"18,811",,,-,,,Salvelinus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Well water/distilled water mix
"Brook trout, Salvelinus fontinalis","S, U, T",2.0000,5.6000,1.600,,370.000,Tandjung 1982,,"7,050",,,"14,513","14,513",,Salvelinus,Fish,Value is from 2007 FW Cu AWQC Appendix C recommendation,Well water/distilled water mix
,,,,,,,,,,,,,,,,,,
"Green sunfish, Lepomis cyanellus","S, M, T",47.4000,7.5500,1.100,>,"50,000.000",Call et al. 1984,>,"23,855",,>,"23,855","23,855",>,Lepomis,Fish,Value is from 2007 FW Cu AWQC Appendix C recommendation,Raw Lake Superior water
,,,,,,,,,,,,,,,,,,
"Guppy, Poecilia reticulata","R, M, T",18.7200,6.6800,3.200,,"6,760.000",Shuhaimi-Othman et al. 2013,,"6,953",,,"6,953","6,953",,Poecilia,Fish,Author reported,Tap water (Malaysia)
,,,,,,,,,,,,,,,,,,
"Rio Grande silvery minnow, Hybognathus amarus","R, M, T",140.0000,8.1000,0.500,>,"59,100.000",Buhl 2002,>,"16,712",,>,"16,712","16,712",>,Hybognathus,Fish,Value is from 2007 FW Cu AWQC Appendix C recommendation,Lab Recon water (recipe different from EPA)
,,,,,,,,,,,,,,,,,,
"Fathead minnow, Pimephales promelas","S, U, NR",-,7.6000,-,>,"18,900.000",Boyd 1979,,NAe,,,-,,,Pimephales,,-,
"Fathead minnow, Pimephales promelas","S, M, T",47.4000,7.6100,1.100,>,"48,200.000",Call et al. 1984,>,"21,501",,,-,,,Pimephales,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Raw Lake Superior water
"Fathead minnow, Pimephales promelas","S, M, T",47.4000,8.0500,1.100,>,"49,800.000",Call et al. 1984,>,"13,566",,,-,,,Pimephales,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Raw Lake Superior water
"Fathead minnow, Pimephales promelas","F, U, T",21.6000,6.5000,0.900,>,400.000,Palmer et al. 1989,>,906,c,,-,,,Pimephales,,Author reported,Well water/deionized water mix
"Fathead minnow, Pimephales promelas","F, U, T",21.6000,7.5000,0.900,>,400.000,Palmer et al. 1989,>,234,c,,-,,,Pimephales,,Author reported,Well water/deionized water mix
"Fathead minnow, Pimephales promelas","F, U, T",21.6000,7.5000,0.900,>,400.000,Palmer et al. 1989,>,234,c,,-,,,Pimephales,,Author reported,Well water/deionized water mix
"Fathead minnow, Pimephales promelas","F, U, T",21.6000,6.5000,0.900,>,400.000,Palmer et al. 1989,>,906,c,,-,,,Pimephales,,Author reported,Well water/deionized water mix
"Fathead minnow, Pimephales promelas","F, U, T",21.6000,7.5000,0.900,>,400.000,Palmer et al. 1989,>,234,c,,-,,,Pimephales,,Author reported,Well water/deionized water mix
"Fathead minnow, Pimephales promelas","R, M, T",140.0000,8.1000,0.500,>,"59,100.000",Buhl 2002,>,"16,712",,>,"16,955","16,955",>,Pimephales,Fish,Value is from 2007 FW Cu AWQC Appendix C recommendation,Lab Recon water (recipe different from EPA)
,,,,,,,,,,,,,,,,,,
"Smallmouth bass, Micropterus dolomieui","S, M, T",12.1500,5.0500,1.600,,130.000,Kane 1984; Kane and Rabeni 1987,,"1,874",,,-,,,Micropterus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Well water/deionized water mix
"Smallmouth bass, Micropterus dolomieui","S, M, T",12.4000,6.2500,1.600,>,978.400,Kane 1984; Kane and Rabeni 1987,>,"2,805",,,-,,,Micropterus,,Value is from 2007 FW Cu AWQC Appendix C recommendation,Well water/deionized water mix
